#ProductCode,Ussid[unique=true],Price,mrp,HomeDelivery,ExpressDelivery,CNC,baseMetalPrice1,baseMetalPrice2,baseMetalPrice3,baseMetalPrice4,gemStonePrice1,gemStonePrice2,gemStonePrice3,gemStonePrice4,gemStonePrice5,gemStonePrice6,gemStonePrice7,gemStonePrice8,gemStonePrice9,gemStonePrice10,diamondPrice1,diamondPrice2,diamondPrice3,diamondPrice4,diamondPrice5,diamondPrice6,diamondPrice7,baseMetalRate1,baseMetalRate2,baseMetalRate3,baseMetalRate4,gemStoneRate1,gemStoneRate2,gemStoneRate3,gemStoneRate4,gemStoneRate5,gemStoneRate6,gemStoneRate7,gemStoneRate8,gemStoneRate9,gemStoneRate10,diamondRate1,diamondRate2,diamondRate3,diamondRate4,diamondRate5,diamondRate6,diamondRate7,makingCharge,wastageTax

MP000000111087041,123661Tanishq42000600410,21150,200,0,0,1200,,,,2200,,,,,,,,,,3100,,,,,,,4100,,,,5100,,,,,,,,,,6100,,,,,,,10,15
MP000000111087041,123661Tanishq42000600411,23150,1050,0,0,1200,,,,2200,,,,,,,,,,3100,,,,,,,4100,,,,5100,,,,,,,,,,6100,,,,,,,10,15
MP000000111087041,123661Tanishq42000600412,21150,6000,0,0,1200,,,,2200,,,,,,,,,,3100,,,,,,,4100,,,,5100,,,,,,,,,,6100,,,,,,,10,15
MP000000111087041,123661Tanishq42000600413,21152,6002,0,0,1200,,,,2200,,,,,,,,,,3100,,,,,,,4100,,,,5100,,,,,,,,,,6100,,,,,,,10,15

MP000000111087042,123661Tanishq42000600420,21154,6004,0,0,,1200,,,,2300,,,,,,,,,,3200,,,,,,,4200,,,,5200,,,,,,,,,,6200,,,,,,10,15
MP000000111087042,123661Tanishq42000600421,21156,6006,0,0,,1200,,,,2300,,,,,,,,,,3201,,,,,,,4200,,,,5200,,,,,,,,,,6200,,,,,,10,15
MP000000111087042,123661Tanishq42000600422,21158,6008,0,0,,1200,,,,2300,,,,,,,,,,3202,,,,,,,4200,,,,5200,,,,,,,,,,6200,,,,,,10,15
MP000000111087042,123661Tanishq42000600423,21160,6010,0,0,,1200,,,,2300,,,,,,,,,,3203,,,,,,,4200,,,,5200,,,,,,,,,,6200,,,,,,10,15
MP000000111087042,123661Tanishq42000600424,21162,6012,0,0,,1200,,,,2300,,,,,,,,,,3204,,,,,,,4200,,,,5200,,,,,,,,,,6200,,,,,,10,15

MP000000111087043,123661Tanishq42000600431,21164,6014,0,0,,,1300,,,,2400,,,,,,,,,,3300,,,,,,,4300,,,,5300,,,,,,,,,,6300,,,,,10,15
