yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100056KarbonnS10white
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100056KarbonnS10white
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,yes,yes,digital,semipremium,air,both,sship,200,7,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196le264grglddmv,false
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold,false
yes,yes,yes,digital,semipremium,air,both,sship,200,7,0,0,brand,12,allow,1,0,yes,100058190383,false
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196le264grglddmv,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100057Bingo10Black,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold,false
yes,yes,yes,digital,semipremium,air,both,sship,200,7,0,0,brand,12,allow,1,0,yes,100058190383,true
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold,false
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196le264grglddmv,false
yes,yes,yes,digital,semipremium,air,both,sship,200,7,0,0,brand,12,allow,1,0,yes,tship,tship,tship,36,no,no,no,no,yes,no,100058190383,true
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100196htc728prpldmv
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100064SIVKONNECT4EBLKM
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057LUMIA540ORANGE
yes,no,no,digital,semipremium,air,both,tship,200,7,0,0,brand,12,allow,1,0,yes,100056KarbonnS10white
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100109Holly2PlusGold
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100073iPhone6sPlus64GBGold
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,no,no,digital,semipremium,air,both,tship,200,10,0,0,brand,12,allow,1,0,yes,100057Bingo10Black
yes,yes,yes,digital,semipremium,air,both,sship,200,10,0,0,brand,12,allow,1,0,yes,100058190383
